CPU Total ubuntu,User%,Sys%,Wait%,Idle%,Steal%,Busy,CPUs
2024-06-22 12:49:39,6.0,3.1,0.0,90.9,0.0,,8
2024-06-22 12:49:40,23.7,6.4,0.0,70.0,0.0,,8
2024-06-22 12:49:41,96.9,2.5,0.0,0.6,0.0,,8
2024-06-22 12:49:42,97.8,2.2,0.0,0.0,0.0,,8
2024-06-22 12:49:43,95.2,3.1,0.1,1.5,0.0,,8
2024-06-22 12:49:44,96.3,2.5,0.0,1.2,0.0,,8
2024-06-22 12:49:45,97.0,1.8,0.0,1.3,0.0,,8
2024-06-22 12:49:46,96.5,2.2,0.0,1.2,0.0,,8
2024-06-22 12:49:47,95.5,3.2,0.0,1.2,0.0,,8
2024-06-22 12:49:48,95.5,3.3,0.0,1.3,0.0,,8
2024-06-22 12:49:49,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:49:50,95.4,3.4,0.0,1.2,0.0,,8
2024-06-22 12:49:51,95.2,3.3,0.0,1.5,0.0,,8
2024-06-22 12:49:52,95.3,3.4,0.0,1.4,0.0,,8
2024-06-22 12:49:53,95.7,3.0,0.1,1.2,0.0,,8
2024-06-22 12:49:54,95.7,3.0,0.0,1.3,0.0,,8
2024-06-22 12:49:55,96.6,2.1,0.0,1.2,0.0,,8
2024-06-22 12:49:56,95.6,3.1,0.0,1.2,0.0,,8
2024-06-22 12:49:57,96.2,2.5,0.0,1.2,0.0,,8
2024-06-22 12:49:58,95.6,3.1,0.0,1.2,0.0,,8
2024-06-22 12:49:59,95.3,3.3,0.0,1.4,0.0,,8
2024-06-22 12:50:00,95.2,3.5,0.0,1.3,0.0,,8
2024-06-22 12:50:01,96.9,1.9,0.0,1.2,0.0,,8
2024-06-22 12:50:02,95.5,3.3,0.0,1.3,0.0,,8
2024-06-22 12:50:03,96.2,2.6,0.0,1.2,0.0,,8
2024-06-22 12:50:04,97.4,1.4,0.0,1.2,0.0,,8
2024-06-22 12:50:05,96.6,2.1,0.0,1.2,0.0,,8
2024-06-22 12:50:06,96.6,2.1,0.0,1.2,0.0,,8
2024-06-22 12:50:07,95.5,3.1,0.0,1.4,0.0,,8
2024-06-22 12:50:08,96.1,2.6,0.0,1.3,0.0,,8
2024-06-22 12:50:09,95.9,2.9,0.0,1.2,0.0,,8
2024-06-22 12:50:10,96.4,2.4,0.0,1.3,0.0,,8
2024-06-22 12:50:11,95.6,3.1,0.0,1.2,0.0,,8
2024-06-22 12:50:12,96.1,2.4,0.0,1.5,0.0,,8
2024-06-22 12:50:13,95.9,2.9,0.0,1.2,0.0,,8
2024-06-22 12:50:14,96.1,2.6,0.0,1.2,0.0,,8
2024-06-22 12:50:15,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:50:16,96.2,2.4,0.0,1.4,0.0,,8
2024-06-22 12:50:17,96.9,1.9,0.0,1.3,0.0,,8
2024-06-22 12:50:18,95.8,3.0,0.0,1.2,0.0,,8
2024-06-22 12:50:19,93.9,4.6,0.0,1.5,0.0,,8
2024-06-22 12:50:20,95.9,2.9,0.0,1.3,0.0,,8
2024-06-22 12:50:21,96.8,2.0,0.0,1.2,0.0,,8
2024-06-22 12:50:22,96.5,2.3,0.0,1.3,0.0,,8
2024-06-22 12:50:23,95.8,3.0,0.0,1.2,0.0,,8
2024-06-22 12:50:24,95.0,3.7,0.0,1.2,0.0,,8
2024-06-22 12:50:25,96.0,2.6,0.0,1.4,0.0,,8
2024-06-22 12:50:26,97.0,1.8,0.0,1.3,0.0,,8
2024-06-22 12:50:27,96.6,2.1,0.0,1.2,0.0,,8
2024-06-22 12:50:28,95.9,2.5,0.0,1.6,0.0,,8
2024-06-22 12:50:29,95.9,2.9,0.0,1.2,0.0,,8
2024-06-22 12:50:30,96.3,2.5,0.0,1.2,0.0,,8
2024-06-22 12:50:31,95.3,3.5,0.0,1.2,0.0,,8
2024-06-22 12:50:32,95.1,3.6,0.0,1.2,0.0,,8
2024-06-22 12:50:33,95.9,2.9,0.0,1.3,0.0,,8
2024-06-22 12:50:34,96.7,2.1,0.0,1.2,0.0,,8
2024-06-22 12:50:35,95.6,3.0,0.0,1.4,0.0,,8
2024-06-22 12:50:36,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:50:37,96.8,2.0,0.0,1.2,0.0,,8
2024-06-22 12:50:38,96.8,1.9,0.0,1.4,0.0,,8
2024-06-22 12:50:39,96.4,2.2,0.0,1.4,0.0,,8
2024-06-22 12:50:40,96.9,1.9,0.0,1.2,0.0,,8
2024-06-22 12:50:41,96.1,2.6,0.0,1.3,0.0,,8
2024-06-22 12:50:42,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:50:43,96.9,1.9,0.0,1.2,0.0,,8
2024-06-22 12:50:44,96.0,2.6,0.0,1.4,0.0,,8
2024-06-22 12:50:45,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:50:46,96.5,2.2,0.0,1.2,0.0,,8
2024-06-22 12:50:47,96.1,2.6,0.0,1.3,0.0,,8
2024-06-22 12:50:48,95.6,3.1,0.0,1.2,0.0,,8
2024-06-22 12:50:49,95.4,3.2,0.0,1.4,0.0,,8
2024-06-22 12:50:50,96.8,2.0,0.0,1.2,0.0,,8
2024-06-22 12:50:51,96.7,1.8,0.0,1.5,0.0,,8
2024-06-22 12:50:52,96.4,2.4,0.0,1.2,0.0,,8
2024-06-22 12:50:53,96.4,2.4,0.0,1.3,0.0,,8
2024-06-22 12:50:54,95.2,3.5,0.0,1.4,0.0,,8
2024-06-22 12:50:55,96.3,2.5,0.0,1.2,0.0,,8
2024-06-22 12:50:56,96.2,2.5,0.0,1.2,0.0,,8
2024-06-22 12:50:57,96.5,2.2,0.0,1.2,0.0,,8
2024-06-22 12:50:58,96.6,2.1,0.0,1.3,0.0,,8
2024-06-22 12:50:59,96.4,2.2,0.0,1.4,0.0,,8
2024-06-22 12:51:00,95.5,3.3,0.0,1.3,0.0,,8
2024-06-22 12:51:01,73.0,3.9,0.0,23.1,0.0,,8
2024-06-22 12:51:02,1.1,0.9,0.0,98.0,0.0,,8
2024-06-22 12:51:03,0.1,0.2,0.0,99.6,0.0,,8
2024-06-22 12:51:04,0.6,0.2,0.1,99.0,0.0,,8
2024-06-22 12:51:05,0.1,0.5,0.0,99.4,0.0,,8
2024-06-22 12:51:06,0.2,0.2,0.0,99.5,0.0,,8
2024-06-22 12:51:07,0.1,0.4,0.0,99.5,0.0,,8
2024-06-22 12:51:08,0.1,0.2,0.0,99.6,0.0,,8
2024-06-22 12:51:09,0.1,0.6,0.0,99.3,0.0,,8
2024-06-22 12:51:10,0.1,0.4,0.0,99.5,0.0,,8
2024-06-22 12:51:11,0.2,0.4,0.0,99.4,0.0,,8
2024-06-22 12:51:12,0.2,0.4,0.0,99.4,0.0,,8
2024-06-22 12:51:13,0.1,0.7,0.0,99.1,0.0,,8
2024-06-22 12:51:14,0.1,0.2,0.1,99.5,0.0,,8
2024-06-22 12:51:15,0.1,0.5,0.0,99.4,0.0,,8
2024-06-22 12:51:16,0.2,0.5,0.0,99.3,0.0,,8
2024-06-22 12:51:17,0.0,0.2,0.0,99.8,0.0,,8
2024-06-22 12:51:18,0.1,0.4,0.0,99.5,0.0,,8
2024-06-22 12:51:19,0.1,0.2,0.1,99.5,0.0,,8
2024-06-22 12:51:20,0.1,0.2,0.0,99.6,0.0,,8
2024-06-22 12:51:21,0.1,0.3,0.0,99.6,0.0,,8
2024-06-22 12:51:22,1.1,0.9,0.0,98.0,0.0,,8
2024-06-22 12:51:23,0.1,0.4,0.0,99.5,0.0,,8
2024-06-22 12:51:24,0.4,0.7,0.1,98.8,0.0,,8
2024-06-22 12:51:25,0.4,0.5,0.0,99.1,0.0,,8
2024-06-22 12:51:26,6.4,4.0,0.0,89.6,0.0,,8
2024-06-22 12:51:27,0.9,0.8,0.0,98.4,0.0,,8
2024-06-22 12:51:28,0.5,0.9,0.0,98.6,0.0,,8
